cat1,cat_id,trade_rows,sensitivity_units,rank,trade_row_share_pct,cumulative_trade_row_share_pct,segment
28,50024081,1,1,595,0.0033365586733842714,99.77645056888281,Long tail: remaining 20% of trade rows
28,50024083,1,1,596,0.0033365586733842714,99.77978712755619,Long tail: remaining 20% of trade rows
28,50024170,1,1,597,0.0033365586733842714,99.78312368622957,Long tail: remaining 20% of trade rows
28,50024621,1,1,598,0.0033365586733842714,99.78646024490295,Long tail: remaining 20% of trade rows
28,50134022,1,1,599,0.0033365586733842714,99.78979680357634,Long tail: remaining 20% of trade rows
28,50142021,1,1,600,0.0033365586733842714,99.79313336224972,Long tail: remaining 20% of trade rows
28,50152021,1,1,601,0.0033365586733842714,99.7964699209231,Long tail: remaining 20% of trade rows
28,50158022,1,1,602,0.0033365586733842714,99.79980647959648,Long tail: remaining 20% of trade rows
28,121380045,1,1,603,0.0033365586733842714,99.80314303826987,Long tail: remaining 20% of trade rows
28,121394028,1,1,604,0.0033365586733842714,99.80647959694325,Long tail: remaining 20% of trade rows
28,121400029,1,1,605,0.0033365586733842714,99.80981615561663,Long tail: remaining 20% of trade rows
28,121414035,1,1,606,0.0033365586733842714,99.81315271429001,Long tail: remaining 20% of trade rows
28,121426024,1,1,607,0.0033365586733842714,99.8164892729634,Long tail: remaining 20% of trade rows
28,121452027,1,1,608,0.0033365586733842714,99.81982583163678,Long tail: remaining 20% of trade rows
28,122696024,1,1,609,0.0033365586733842714,99.82316239031016,Long tail: remaining 20% of trade rows
38,50005790,1,1,610,0.0033365586733842714,99.82649894898354,Long tail: remaining 20% of trade rows
38,50018613,1,2,611,0.0033365586733842714,99.82983550765692,Long tail: remaining 20% of trade rows
38,50018616,1,1,612,0.0033365586733842714,99.8331720663303,Long tail: remaining 20% of trade rows
38,121422043,1,1,613,0.0033365586733842714,99.83650862500369,Long tail: remaining 20% of trade rows
38,121454045,1,3,614,0.0033365586733842714,99.83984518367707,Long tail: remaining 20% of trade rows
50008168,50150022,1,1,615,0.0033365586733842714,99.84318174235045,Long tail: remaining 20% of trade rows
50008168,121404024,1,3,616,0.0033365586733842714,99.84651830102383,Long tail: remaining 20% of trade rows
50008168,121462023,1,1,617,0.0033365586733842714,99.84985485969722,Long tail: remaining 20% of trade rows
50008168,121476021,1,1,618,0.0033365586733842714,99.8531914183706,Long tail: remaining 20% of trade rows
50008168,121484020,1,1,619,0.0033365586733842714,99.85652797704398,Long tail: remaining 20% of trade rows
50014815,50000847,1,2,620,0.0033365586733842714,99.85986453571736,Long tail: remaining 20% of trade rows
50014815,50005983,1,1,621,0.0033365586733842714,99.86320109439075,Long tail: remaining 20% of trade rows
50014815,50008724,1,1,622,0.0033365586733842714,99.86653765306413,Long tail: remaining 20% of trade rows
50014815,50012433,1,1,623,0.0033365586733842714,99.86987421173751,Long tail: remaining 20% of trade rows
50014815,50012487,1,1,624,0.0033365586733842714,99.87321077041089,Long tail: remaining 20% of trade rows
50014815,50012772,1,2,625,0.0033365586733842714,99.87654732908427,Long tail: remaining 20% of trade rows
50014815,50012836,1,1,626,0.0033365586733842714,99.87988388775766,Long tail: remaining 20% of trade rows
50014815,50013218,1,1,627,0.0033365586733842714,99.88322044643104,Long tail: remaining 20% of trade rows
50014815,50014248,1,1,628,0.0033365586733842714,99.88655700510442,Long tail: remaining 20% of trade rows
50014815,50018435,1,2,629,0.0033365586733842714,99.8898935637778,Long tail: remaining 20% of trade rows
50014815,50023717,1,1,630,0.0033365586733842714,99.89323012245119,Long tail: remaining 20% of trade rows
50014815,50236022,1,1,631,0.0033365586733842714,99.89656668112457,Long tail: remaining 20% of trade rows
50014815,121410052,1,1,632,0.0033365586733842714,99.89990323979795,Long tail: remaining 20% of trade rows
50014815,121456032,1,1,633,0.0033365586733842714,99.90323979847133,Long tail: remaining 20% of trade rows
50014815,121462037,1,1,634,0.0033365586733842714,99.90657635714471,Long tail: remaining 20% of trade rows
50014815,121474038,1,6,635,0.0033365586733842714,99.9099129158181,Long tail: remaining 20% of trade rows
50014815,121482033,1,1,636,0.0033365586733842714,99.91324947449148,Long tail: remaining 20% of trade rows
50022520,50011837,1,1,637,0.0033365586733842714,99.91658603316486,Long tail: remaining 20% of trade rows
50022520,50011838,1,1,638,0.0033365586733842714,99.91992259183824,Long tail: remaining 20% of trade rows
50022520,50012381,1,1,639,0.0033365586733842714,99.92325915051163,Long tail: remaining 20% of trade rows
50022520,50012389,1,1,640,0.0033365586733842714,99.92659570918501,Long tail: remaining 20% of trade rows
50022520,50023695,1,1,641,0.0033365586733842714,99.92993226785839,Long tail: remaining 20% of trade rows
50022520,50026462,1,1,642,0.0033365586733842714,99.93326882653177,Long tail: remaining 20% of trade rows
50022520,50026466,1,1,643,0.0033365586733842714,99.93660538520516,Long tail: remaining 20% of trade rows
50022520,50026480,1,1,644,0.0033365586733842714,99.93994194387854,Long tail: remaining 20% of trade rows
50022520,50026490,1,1,645,0.0033365586733842714,99.94327850255192,Long tail: remaining 20% of trade rows
50022520,121364040,1,1,646,0.0033365586733842714,99.9466150612253,Long tail: remaining 20% of trade rows
50022520,121370037,1,1,647,0.0033365586733842714,99.94995161989868,Long tail: remaining 20% of trade rows
50022520,121386047,1,1,648,0.0033365586733842714,99.95328817857207,Long tail: remaining 20% of trade rows
50022520,121390035,1,1,649,0.0033365586733842714,99.95662473724545,Long tail: remaining 20% of trade rows
50022520,121398045,1,1,650,0.0033365586733842714,99.95996129591883,Long tail: remaining 20% of trade rows
50022520,121408038,1,1,651,0.0033365586733842714,99.96329785459221,Long tail: remaining 20% of trade rows
50022520,121422041,1,1,652,0.0033365586733842714,99.9666344132656,Long tail: remaining 20% of trade rows
50022520,121434047,1,2,653,0.0033365586733842714,99.96997097193898,Long tail: remaining 20% of trade rows
50022520,121448041,1,1,654,0.0033365586733842714,99.97330753061236,Long tail: remaining 20% of trade rows
50022520,121452029,1,1,655,0.0033365586733842714,99.97664408928574,Long tail: remaining 20% of trade rows
50022520,121470050,1,1,656,0.0033365586733842714,99.97998064795912,Long tail: remaining 20% of trade rows
50022520,121474037,1,1,657,0.0033365586733842714,99.9833172066325,Long tail: remaining 20% of trade rows
50022520,121474051,1,1,658,0.0033365586733842714,99.98665376530589,Long tail: remaining 20% of trade rows
50022520,121480041,1,1,659,0.0033365586733842714,99.98999032397927,Long tail: remaining 20% of trade rows
122650008,50012370,1,2,660,0.0033365586733842714,99.99332688265265,Long tail: remaining 20% of trade rows
122650008,121424024,1,1,661,0.0033365586733842714,99.99666344132604,Long tail: remaining 20% of trade rows
122650008,121456020,1,1,662,0.0033365586733842714,99.99999999999942,Long tail: remaining 20% of trade rows
